uri	embedding_dim	emb_0	emb_1	emb_2	emb_3	emb_4	embedding_norm
http://data.europa.eu/esco/skill/013441c1-1f13-47e9-80c4-9a53e8e1bc05	128	0.049857836	0.10844249	-0.07206438	0.10946053	-0.086689755	1.0
http://data.europa.eu/esco/skill/0138fdc7-edbb-485c-9aa9-544f723eb62f	128	-0.10301878	0.09834995	0.060318865	0.086935155	0.19849932	1.0
http://data.europa.eu/esco/skill/013a64b9-5e74-4f7f-af5b-9ec76715238b	128	-0.070844814	0.10851798	0.061630312	0.10853257	-0.10193422	1.0
http://data.europa.eu/esco/skill/01468114-b99c-4f48-9374-a520a7faa9c9	128	-0.09520036	0.06531809	0.054084007	0.110488385	-0.085042275	1.0
http://data.europa.eu/esco/skill/0156865e-5010-4908-8e0f-ce3aebc2d136	128	0.045089383	-0.066470556	-0.050271925	0.0999818	-0.1013961	1.0
http://data.europa.eu/esco/skill/0157feec-52c2-4764-b83d-2d017ce8e49d	128	-0.11882405	0.11540126	0.043648083	0.11547104	-0.040222753	1.0
http://data.europa.eu/esco/skill/015b0162-6dd3-4d46-bbfd-325086155dd5	128	-0.09663458	0.109622724	0.058562543	0.109690756	-0.05856411	0.99999994
http://data.europa.eu/esco/skill/015cd017-b146-4c9d-ab10-5dfca451c30a	128	0.011862384	0.10085826	0.03826839	0.123935476	-0.04629552	0.99999994
http://data.europa.eu/esco/skill/0162b701-6bb4-400a-b557-7996053d7daf	128	-0.093541205	0.057926007	0.10621667	0.09707224	-0.09616953	1.0
http://data.europa.eu/esco/skill/0165e6c7-14d9-47f6-a882-565f8da14526	128	0.06043599	-0.06043599	-0.1074927	0.10927021	-0.062206805	1.0
http://data.europa.eu/esco/skill/0167ee96-f478-4383-afe6-aabf387da5b3	128	-0.11001942	-0.09605019	-0.09897	0.10420505	0.05235803	1.0
http://data.europa.eu/esco/skill/016cee6c-9e95-466c-bd51-d63327751aa2	128	0.047431823	-0.059260324	-0.10487012	0.08831522	-0.061264336	1.0
http://data.europa.eu/esco/skill/016e7bf4-fe86-4a1f-ace1-54e5b697293d	128	-0.1082882	-0.055130225	-0.09713964	-0.05466424	-0.064246915	1.0
http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25	128	-0.078481235	0.07880255	0.07813822	0.22841412	-0.021936757	1.0
http://data.europa.eu/esco/skill/0174a9e6-bf12-4ac3-bfc3-0a5469410f18	128	-0.101062045	0.080673285	0.07506257	0.080672875	0.09186933	1.0
http://data.europa.eu/esco/skill/01755f08-4df4-4cf0-8d22-08f94cad68b5	128	-0.07593628	0.08696662	0.08963535	0.07629457	-0.075710125	1.0
http://data.europa.eu/esco/skill/017738e7-7d12-4e87-a580-8523405bab96	128	-0.10587632	0.12561135	-0.02623774	0.13021202	0.024404125	1.0
http://data.europa.eu/esco/skill/017d3b78-ebfa-431d-acc5-8050e9b0fdc8	128	0.05553487	-0.05718701	-0.097661264	0.08334028	0.09346513	1.0000001
http://data.europa.eu/esco/skill/018164df-2814-4926-bdf7-398d86b9dfe6	128	-0.084828116	0.057110608	0.056877486	0.09721107	-0.046965778	1.0
http://data.europa.eu/esco/skill/01819474-b960-4b8f-b020-2da26518d43a	128	-0.094604194	0.08518286	0.084727086	0.082609884	-0.075852446	1.0
http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32	128	-0.10085734	0.10130538	-0.06102465	0.14363267	0.061152633	1.0
http://data.europa.eu/esco/skill/0189f448-179e-47cc-9716-c5c3ac4b1aec	128	-0.07892198	0.08210468	0.07744425	0.08238119	-0.062477477	0.99999994
http://data.europa.eu/esco/skill/0194a8eb-c262-411a-ad3f-f3d587630562	128	-0.09681955	0.06565672	0.06348765	0.07149967	-0.09570759	0.9999999
http://data.europa.eu/esco/skill/0196d283-9b1a-43a5-b219-43580c7cf560	128	-0.050013334	0.05883382	0.039793745	0.104322605	-0.22718656	1.0000001
http://data.europa.eu/esco/skill/01a6e6ae-32d5-440a-bdb3-c9ed8a1f57c0	128	-0.09408016	-0.048876125	-0.058072187	0.23895589	-0.07721566	1.0
http://data.europa.eu/esco/skill/01c03003-516d-43c6-8477-45c472413521	128	0.026191827	-0.02419134	-0.1100071	0.11746217	-0.031181077	1.0
http://data.europa.eu/esco/skill/01c4bbed-0449-44c9-9c05-48c30ffdcc22	128	-0.10954974	0.057868082	-0.08221201	0.05320739	0.028319608	0.99999994
http://data.europa.eu/esco/skill/01cea4d4-41fa-42a2-9bf7-7ba0a8f439c1	128	-0.10194337	0.09954733	-0.061865356	0.09291633	0.0597266	0.99999994
http://data.europa.eu/esco/skill/01d269d9-b058-4d6c-82a0-3779af9a124b	128	0.052728035	-0.0527351	-0.06552087	0.11130458	0.06558294	1.0000001
http://data.europa.eu/esco/skill/01d3d692-dcba-4544-82d2-fc27726bdbbc	128	-0.10612036	0.069472454	0.06617118	0.06944206	0.06947244	1.0
http://data.europa.eu/esco/skill/01d80f57-3906-44e9-8592-fd1bd8a35808	128	-0.10154787	0.07595628	-0.09992232	0.10123398	-0.00045489622	1.0
http://data.europa.eu/esco/skill/01e5d2e2-d368-4fb9-9be9-9923146482c4	128	-0.057672936	0.06582311	0.025397994	0.117256016	-0.2592591	1.0
http://data.europa.eu/esco/skill/01e66e1c-97d9-4829-bee1-f3ab649161e8	128	-0.09837772	0.07369587	-0.122454666	0.07369632	0.14609447	1.0
http://data.europa.eu/esco/skill/01e7dee7-3ff1-4807-acad-058dbed91aba	128	-0.050987218	-0.031467892	-0.046526574	0.11499118	-0.035407938	1.0
http://data.europa.eu/esco/skill/01f10952-cb59-4347-9aee-d4fbc51c870a	128	-0.07345497	-0.1048975	-0.11098602	-0.104361296	-0.06410311	0.99999994
http://data.europa.eu/esco/skill/01f91b5b-3e2f-40a2-ab88-bc8113c0ab37	128	-0.12595053	0.10254307	-0.00019068678	0.09873741	0.0051607704	1.0
http://data.europa.eu/esco/skill/01faf296-e037-494c-bb1c-65bda5aed750	128	-0.10364883	0.10660943	-0.056187615	0.106574275	0.05265298	1.0
http://data.europa.eu/esco/skill/01fec851-b5f4-419b-940a-3b4c835adfa8	128	-0.0784032	0.047859564	-0.10994019	0.048992943	0.048469998	1.0
http://data.europa.eu/esco/skill/01ffbbf3-0c62-45e0-92d9-01a86dc7c81d	128	-0.116079874	0.0588155	0.1055626	0.06755602	-0.033860963	1.0
http://data.europa.eu/esco/skill/0200e5e6-218d-4dae-b1ab-250382250ecb	128	-0.07006159	0.09786509	0.089524806	0.09591761	-0.11439926	1.0
http://data.europa.eu/esco/skill/02053349-bc3a-4945-bcf7-33d2136c14d5	128	-0.10094597	0.07469815	0.07237441	0.07469815	-0.09937258	1.0
http://data.europa.eu/esco/skill/02058de6-4b98-449f-8a45-8588b0eb2446	128	0.051143546	0.10530081	0.05336868	0.118639596	-0.05310587	0.99999994
http://data.europa.eu/esco/skill/0207f83d-a1e4-4b47-b80c-84d41257791f	128	-0.0782711	0.0918034	0.081331946	0.09179773	-0.05380312	1.0
http://data.europa.eu/esco/skill/020918ef-4b55-47c1-8430-ab7b8f6a7377	128	-0.13038649	0.030427897	0.028587077	0.11316079	-0.032838386	0.99999994
http://data.europa.eu/esco/skill/020b3c27-bae1-4b85-9d6f-eccee0f5ed99	128	-0.13218397	0.040224455	-0.09101655	0.08304662	-0.014642545	1.0
http://data.europa.eu/esco/skill/02137a68-6860-45e8-8e4d-38db467bb8b6	128	-0.08350042	-0.047593303	-0.0763587	0.30630165	0.20654738	1.0
http://data.europa.eu/esco/skill/021a23e1-907e-4627-b05a-555f889cbb65	128	-0.421066	-0.042863496	-0.042863496	-0.04286343	-0.070789054	1.0000001
http://data.europa.eu/esco/skill/021c8a09-6b8d-4708-a5dd-17677e846640	128	-0.10486427	-0.056362476	-0.093793765	-0.056174945	-0.06708276	1.0
http://data.europa.eu/esco/skill/021cf226-3dac-4712-9738-24bf0952c064	128	-0.104708396	0.071071364	0.06525436	0.06783798	-0.09982683	1.0
http://data.europa.eu/esco/skill/02208098-ee91-4df0-8581-5c1a04d8fe0a	128	0.12907602	-0.056321923	-0.056321975	-0.056321304	0.05401181	1.0
http://data.europa.eu/esco/skill/0227a4f4-f979-4e5a-bd11-93744f339246	128	-0.0050647487	0.10299191	0.07769943	0.21818116	-0.0053631454	0.99999994
http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad	128	-0.09645852	0.01772539	-0.08553164	0.21189247	0.077119336	0.99999994
http://data.europa.eu/esco/skill/0232e2ee-5535-46e0-9c64-ea80c896c62f	128	-0.045825828	0.12158692	-0.11180615	0.109190546	0.051189013	1.0
http://data.europa.eu/esco/skill/0234bf2c-0483-4953-be59-edc2fcdd9e4b	128	-0.12363777	0.07112228	0.057787266	-0.15576522	0.06841064	1.0
http://data.europa.eu/esco/skill/0238dd62-d407-4a87-ae0c-e08cd7b4ea8d	128	-0.116528414	0.11470389	0.041956555	0.11406765	-0.039315686	0.99999994
http://data.europa.eu/esco/skill/023e4b09-a193-4c2b-9009-f7dc9326a19b	128	-0.10716497	-0.039488632	-0.09337749	0.10704255	-0.053111825	0.99999994
http://data.europa.eu/esco/skill/023f4870-b417-4bd2-b0ae-78e61587c79f	128	-0.055061426	0.13568093	-0.03458848	0.1356035	-0.050990578	1.0
http://data.europa.eu/esco/skill/023faef3-0633-436d-8b91-389c45c1421c	128	-0.07358023	0.034829386	-0.08089313	0.124147885	0.032963116	1.0
http://data.europa.eu/esco/skill/024037ca-96a9-4cb8-ba86-2cd5a209c90a	128	-0.10123102	0.093492776	0.050346334	0.09349282	-0.05023772	1.0
http://data.europa.eu/esco/skill/0240c5a8-d8ec-4cd5-948f-4649334c01b8	128	0.052817035	-0.052908912	-0.066623114	0.115253374	0.06671612	0.99999994
http://data.europa.eu/esco/skill/024910a2-1ee8-4f07-bac6-33b577d9392e	128	-0.11857559	-0.04091794	-0.098985046	-0.03659127	0.16408294	1.0000001
http://data.europa.eu/esco/skill/0253b09a-7217-43fc-b62f-e6b23ffebac9	128	-0.07297297	0.050715234	0.039826594	0.069737166	-0.07029852	1.0000001
http://data.europa.eu/esco/skill/0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe	128	-0.05021745	-0.0036583052	-0.06126762	0.059242282	-0.0106067015	1.0
http://data.europa.eu/esco/skill/02619401-8e21-46e5-8f19-204747fd755d	128	-0.11162348	-0.10045691	-0.10154446	-0.044747137	-0.11100245	1.0
http://data.europa.eu/esco/skill/026db24f-6972-460b-a784-d34afaf8d498	128	-0.109986156	0.10930346	0.09794535	0.109307475	-0.0979759	1.0
http://data.europa.eu/esco/skill/027f47ba-2435-47dc-9fd3-5f05c6a52e93	128	-0.103733726	0.088541724	-0.06404514	0.31811884	0.056457017	1.0
http://data.europa.eu/esco/skill/02820870-3b92-480b-8475-8a521563ea3c	128	0.25606996	0.058717757	-0.08186448	0.09871833	-0.07277842	1.0
http://data.europa.eu/esco/skill/0295b2a4-fb86-495f-9547-d479532fc4c2	128	-0.116560474	-0.06705314	-0.12189701	-0.030990152	-0.17303637	1.0
http://data.europa.eu/esco/skill/029e2bb0-6dd8-4600-bb89-ac7480ae8fb0	128	-0.08351024	0.07870622	-0.09686415	0.09581033	0.09114247	1.0000001
http://data.europa.eu/esco/skill/02a78cf3-8b31-4911-bcad-c989a1b7ff40	128	-0.10702945	0.09745992	0.056238748	0.1047249	0.18117452	1.0000001
http://data.europa.eu/esco/skill/02ae2a55-4b7c-41d2-86ec-9a2a38b73fe6	128	-0.07219111	-0.09270293	-0.096017234	-0.05712157	-0.06581015	1.0
http://data.europa.eu/esco/skill/02b6350e-433a-42b1-b620-92fc53b9a14d	128	-0.06389665	0.099233866	0.06697036	0.07253806	0.06758765	1.0
http://data.europa.eu/esco/skill/02bbd0fb-b108-49a8-9c48-5b0c447d3fdf	128	-0.09679717	0.10873589	-0.061417673	0.100740634	-0.016236952	1.0
http://data.europa.eu/esco/skill/02bf9522-bd6e-4482-be03-1827483be21a	128	-0.08807262	0.09259484	-0.08578613	0.09773774	0.0918723	1.0
http://data.europa.eu/esco/skill/02c1a369-f1e7-4f8e-8882-d7ded57f9cf4	128	-0.09274235	0.08492032	0.081199944	0.09458352	-0.09333428	1.0
http://data.europa.eu/esco/skill/02c462b7-b93b-44a7-ba3a-9d3b7a163f51	128	-0.10591447	-0.027949838	-0.10238504	-0.027889015	-0.05722156	1.0
http://data.europa.eu/esco/skill/02c71cde-f513-43da-8952-0974763c7568	128	-0.010513469	-0.057760887	-0.059942085	0.12216675	-0.10412482	1.0000001
http://data.europa.eu/esco/skill/02c7caf4-4e8b-4745-8917-dbbd3af17c28	128	0.033276062	0.060675673	-0.066348985	0.11928817	-0.09812803	0.99999994
http://data.europa.eu/esco/skill/02d5c52b-e7f9-4d8c-adc2-d0332f49535b	128	-0.063417144	0.04396426	-0.121190615	0.102063924	0.10139655	1.0
http://data.europa.eu/esco/skill/02d68c2b-1722-4440-8e25-376650e123c8	128	-0.06487989	0.06552226	0.040345773	0.06621589	-0.038474236	1.0
http://data.europa.eu/esco/skill/02e0b3e9-c9e0-4063-983b-b5a7697e0f78	128	-0.1014291	-0.052406482	-0.086710684	-0.042397328	-0.048936043	1.0
http://data.europa.eu/esco/skill/02e1ca57-0715-438b-886d-f0f938ac3efc	128	-0.10137206	-0.055252664	-0.09841213	0.11210795	0.09826619	1.0
http://data.europa.eu/esco/skill/02e22093-3436-46a8-8dc5-b041bc4800cc	128	-0.063228585	0.13431492	0.132138	-0.0423875	-0.06012381	0.99999994
http://data.europa.eu/esco/skill/02e235f4-a30a-412a-a06e-1c471ad28678	128	-0.09961114	0.11276352	-0.003066785	0.12963486	0.003742663	1.0
http://data.europa.eu/esco/skill/02eeea19-76db-4d19-bb8b-a649c0fbe796	128	-0.11185489	0.109640434	-0.055394042	0.109566726	0.05161956	1.0
http://data.europa.eu/esco/skill/02f115d8-9e14-499c-97c1-f9eac282edc5	128	-0.0993057	0.089369625	-0.07913819	0.11451883	-0.076303184	0.99999994
http://data.europa.eu/esco/skill/03006fd3-254f-44bc-aa8f-dfe1c727463e	128	-0.11131865	0.05303717	-0.10945895	0.084649354	0.050385907	1.0
http://data.europa.eu/esco/skill/0302f93a-0d38-4c00-bc37-eda17b6316ea	128	-0.080786325	0.057157077	-0.04914146	0.0756827	0.06879319	1.0
http://data.europa.eu/esco/skill/030de41b-bb8b-4e4b-859c-9afd4c17605b	128	-0.12982221	0.0071677202	-0.101922035	0.006646327	-0.024275875	1.0
http://data.europa.eu/esco/skill/03134e63-81eb-439a-b6eb-7de49ae01bbd	128	-0.10205302	0.10172809	-0.049925342	0.09390916	0.049791127	1.0
http://data.europa.eu/esco/skill/031bfd8d-af80-4606-b4bb-6de4d5da6249	128	-0.13135661	0.033594333	0.021799468	0.060444035	-0.10828835	1.0
http://data.europa.eu/esco/skill/03227978-f839-4cc8-88a6-0a3c44d2c776	128	-0.11583762	0.122959286	-0.0039327503	0.12481478	-0.010383737	0.99999994
http://data.europa.eu/esco/skill/032867c3-3c53-42ad-aabe-030eeb6292ab	128	-0.121328294	-0.09946732	-0.1211599	0.061743855	0.059071645	1.0
http://data.europa.eu/esco/skill/0329ab41-3212-4e4f-8112-9e9ff5217f7b	128	-0.108786345	0.06476587	-0.054298695	0.024843238	0.059374288	1.0
http://data.europa.eu/esco/skill/032a4ab8-1034-4541-8037-b2cdcc7fd19a	128	-0.076483645	0.04512309	-0.113045715	0.060086224	0.08255945	1.0
http://data.europa.eu/esco/skill/032b0bed-22b1-456b-8009-91e6b838fe45	128	-0.11237016	0.05589492	0.055114716	0.05124105	0.12283802	1.0
http://data.europa.eu/esco/skill/03305638-bd08-410a-a960-f963ad89cce6	128	-0.065936506	0.08267723	-0.050366946	0.07466547	0.048026882	1.0
http://data.europa.eu/esco/skill/0332f526-6dc0-4f09-8a7c-2b9473c50736	128	-0.09419564	0.06838593	-0.094240814	0.093512855	0.06542689	1.0
http://data.europa.eu/esco/skill/03353964-657a-4737-9afc-1ca9ec04195b	128	-0.091099136	0.110311694	0.038909543	0.1045717	-0.05186487	1.0
http://data.europa.eu/esco/skill/0337c577-f837-4518-9263-b753c24f3a21	128	-0.11443181	0.07535515	-0.09202436	0.097145274	0.07086098	1.0
http://data.europa.eu/esco/skill/033d6175-fa43-4d75-8e2c-6df348ffa0c8	128	-0.10547947	0.058925528	-0.09892257	0.06516037	0.055604376	1.0
http://data.europa.eu/esco/skill/03459358-3f0f-4b13-a143-890e2da798d3	128	-0.10092485	0.10086524	-0.05394713	0.10148364	0.047239605	1.0000001
http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386	128	-0.108269595	0.13005848	-0.05197283	0.13026719	0.046043474	1.0
http://data.europa.eu/esco/skill/03500955-88a6-4c3d-a8c0-7594409dcff0	128	-0.06598798	-0.023039404	-0.057930455	0.07137271	-0.13267887	1.0
http://data.europa.eu/esco/skill/03520ff5-9e68-434b-91fa-3ced9c085159	128	-0.11864518	0.071069695	-0.091767214	0.08016972	0.04276162	1.0
http://data.europa.eu/esco/skill/03589d0d-a6f0-4d68-b5eb-dafbc6833efe	128	0.03213678	-0.037522927	-0.12666442	-0.0375223	0.12029806	1.0
http://data.europa.eu/esco/skill/03598f35-15f1-41fa-bd8a-313e74523307	128	0.050552234	-0.044912662	-0.08872582	0.120977335	0.0859229	1.0
http://data.europa.eu/esco/skill/0359f76c-3ef3-4e52-abcf-1b2b32ed20a5	128	-0.10049538	-0.03411084	-0.09239902	0.21729615	0.094741546	1.0
http://data.europa.eu/esco/skill/035afc40-e8fc-448f-b287-1a973fb5aa93	128	-0.09873349	0.08297708	0.033273257	0.08839772	-0.048432797	1.0
http://data.europa.eu/esco/skill/0361c099-da6c-404e-984b-a8b8a0c017d1	128	-0.10720582	0.10705484	0.015469984	0.12013555	-0.039606787	0.99999994
http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1	128	0.19027883	-0.04041363	-0.040413644	-0.040588006	0.010300431	1.0
http://data.europa.eu/esco/skill/0377c027-2839-4b30-9acb-bb68daf925f5	128	-0.046964806	0.11515119	-0.041349005	0.11739696	0.041398194	0.99999994
http://data.europa.eu/esco/skill/037b5e5f-db3c-40cd-864e-5b9b9a3a080d	128	-0.09186566	0.08667627	0.08644073	0.091846354	0.061499972	0.99999994
http://data.europa.eu/esco/skill/037c8da7-6a0d-42b8-b979-c4abe7c92d48	128	-0.0877505	0.08594013	-0.058699694	0.06335047	0.040059343	1.0
